URL,Inventor,Publication Date,Abstract
https://patents.google.com/patent/US11045271B1/en,['Bao Q Tran'],2021-06-29,"
     A system includes a camera; an AI visual processor to classify and recognize human anatomical features, and a processor to control robot movement to reach a selected anatomical target. 
   
   "
